, Days_on_Market,Bathrooms,Bedrooms,City,Monlthly Rental,SQFT,State,Zip_Code,streetAddress
0,3 hours ago,1,2, New York ,2190,NA,NY ,10034,139 Payson Ave APT 2G
1,3 hours ago,NA,1, New York ,1400,NA,NY ,10034,168 Sherman Ave # 3E
2,6 hours ago,NA,1, New York ,1400,NA,NY ,10034,81 Payson Ave APT 4
3,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
4,1 day ago,1,3, New York ,2050,NA,NY ,10034,608 W 204th St APT 4
5,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
6,1 day ago,1,3, New York ,2700,NA,NY ,10034,19 Vermilyea Ave APT 4C
7,1 day ago,1,4, New York ,3500,NA,NY ,10034,646 W 207th St APT 2
8,1 day ago,1,1, New York ,1600,NA,NY ,10034,229 Seaman Ave APT C10
9,1 day ago,1,2, New York ,2075,NA,NY ,10034,514 W 211th St APT 4J
10,1 day ago,1,1, New York ,1650,NA,NY ,10034,110 Seaman Ave APT 5J
11,4 days ago,1,1, New York ,1500,NA,NY ,10034,132 Seaman Ave APT 5D
12,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5 days ago,1,1, New York ,1695,NA,NY ,10034,254 Seaman Ave APT D6
15,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,9 days ago,NA,NA, New York ,1350,NA,NY ,10034,666 W 207th St APT 4A
19,10 days ago,1,1, New York ,1600,NA,NY ,10034,41 Seaman Ave # C10
20,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,12 days ago,1,1, New York ,1425,NA,NY ,10034,156 Sherman Ave APT 38
24,14 days ago,1,2, New York ,2500,900,NY ,10034,133 Seaman Ave APT 6G
25,14 days ago,1,1, New York ,1800,NA,NY ,10034,549 Isham St APT 45
26,14 days ago,1,2, New York ,2000,NA,NY ,10034,Academy St
