, Days_on_Market,Bathrooms,Bedrooms,City,Monlthly Rental,SQFT,State,Zip_Code,streetAddress
0,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
1,15 hours ago,NA,1, New York ,3400,NA,NY ,10018,312 W 36th St # 4B
2,18 hours ago,1,1, New York ,3950,NA,NY ,10018,302 W 38th St # 703
3,21 hours ago,NA,1, New York ,2600,NA,NY ,10018,990 6th Ave APT 5A
4,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
5,1 day ago,1,1, New York ,4120,NA,NY ,10018,330 W 39th St APT 25D
6,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2 days ago,1,2, New York ,2995,NA,NY ,10018,456 9th Ave APT 2A
12,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,6 days ago,NA,1, New York ,2000,NA,NY ,10018,332 W 37th St # 5R
14,6 days ago,NA,1, New York ,2900,NA,NY ,10018,970 6th Ave # 14S
15,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,7 days ago,1,2, New York ,3800,NA,NY ,10018,314 W 39th St # 3
17,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12 days ago,375,1, New York ,2000,NA,NY ,10018,445 W 36th St APT 12
20,13 days ago,1,1, New York ,2750,600,NY ,10018,506 9th Ave APT 4RN
21,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17 days ago,1,1, New York ,2200,NA,NY ,10018,525 9th Ave # 4
26,17 days ago,1,2, New York ,2700,NA,NY ,10018,404 W 40th St APT 4
