, Days_on_Market,Bathrooms,Bedrooms,City,Monlthly Rental,SQFT,State,Zip_Code,streetAddress
0,1 hour ago,1,2, New York ,2700,NA,NY ,10128,1573 3rd Ave APT 4A
1,2 hours ago,1,4, New York ,5400,1400,NY ,10128,1428 Lexington Ave APT 1A
2,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
3,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
4,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
5,5 hours ago,NA,1, New York ,2110,NA,NY ,10128,1709 2nd Ave APT 4D
6,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
7,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
8,7 hours ago,NA,1, New York ,1800,NA,NY ,10128,303 E 89th St APT 4D
9,7 hours ago,1,2, New York ,2650,NA,NY ,10128,322 E 94th St APT 5F
10,9 hours ago,1,1, New York ,2950,NA,NY ,10128,22 E 93rd St APT 12
11,9 hours ago,1,1, New York ,2250,NA,NY ,10128,302 E 94th St APT 2C
12,10 hours ago,1,1, New York ,2825,581,NY ,10128,182 E 95th St APT 12A
13,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
14,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
15,11 hours ago,1,3, New York ,3600,1100,NY ,10128,447 E 87th St APT 2W
16,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
17,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
18,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
19,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
20,19 hours ago,1,2, New York ,2550,NA,NY ,10128,117 E 96th St # 3A
21,19 hours ago,NA,1, New York ,1995,NA,NY ,10128,418 E 88th St APT 2D
22,1 day ago,1,1, New York ,2175,NA,NY ,10128,225 E 89th St APT C3
23,1 day ago,1,1, New York ,2800,500,NY ,10128,220 E 89th St APT 10
24,1 day ago,NA,1, New York ,1950,NA,NY ,10128,229 E 96th St APT 1RW
25,1 day ago,NA,1, New York ,1775,NA,NY ,10128,311 E 90th St APT 5B
26,1 day ago,1,3, New York ,3800,NA,NY ,10128,1689 1st Ave APT 4
