, Days_on_Market,Bathrooms,Bedrooms,City,Monlthly Rental,SQFT,State,Zip_Code,streetAddress
0,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
1,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
2,3 hours ago,NA,1, New York ,2600,NA,NY ,10017,333 E 46th St APT 11E
3,3 hours ago,1,1, New York ,2750,NA,NY ,10017,225 E 47th St APT 4H
4,Updated today,NA,NA,NA,NA,NA,NA,NA,NA
5,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
6,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
7,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
8,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
9,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
10,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
11,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
12,Updated yesterday,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2 days ago,NA,1, New York ,2900,NA,NY ,10017,333 E 49th St APT LJ
17,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2 days ago,403,1, New York ,2295,NA,NY ,10017,225 E 46th St APT 4K
20,2 days ago,1,1, New York ,2850,565,NY ,10017,333 E 45th St APT 10C
21,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA
